,Timeline,Covid-19 impact,Country
4704,1/22/20,0,Australia
4705,1/23/20,0,Australia
4706,1/24/20,0,Australia
4707,1/25/20,0,Australia
4708,1/26/20,0,Australia
4709,1/27/20,0,Australia
4710,1/28/20,0,Australia
4711,1/29/20,0,Australia
4712,1/30/20,0,Australia
4713,1/31/20,0,Australia
4714,2/1/20,0,Australia
4715,2/2/20,0,Australia
4716,2/3/20,0,Australia
4717,2/4/20,0,Australia
4718,2/5/20,0,Australia
4719,2/6/20,0,Australia
4720,2/7/20,0,Australia
4721,2/8/20,0,Australia
4722,2/9/20,0,Australia
4723,2/10/20,0,Australia
4724,2/11/20,0,Australia
4725,2/12/20,0,Australia
4726,2/13/20,0,Australia
4727,2/14/20,0,Australia
4728,2/15/20,0,Australia
4729,2/16/20,0,Australia
4730,2/17/20,0,Australia
4731,2/18/20,0,Australia
4732,2/19/20,0,Australia
4733,2/20/20,0,Australia
4734,2/21/20,0,Australia
4735,2/22/20,0,Australia
4736,2/23/20,0,Australia
4737,2/24/20,0,Australia
4738,2/25/20,0,Australia
4739,2/26/20,0,Australia
4740,2/27/20,0,Australia
4741,2/28/20,0,Australia
4742,2/29/20,2,Australia
4743,3/1/20,2,Australia
4744,3/2/20,2,Australia
4745,3/3/20,2,Australia
4746,1/22/20,0,Ireland
4747,1/23/20,0,Ireland
4748,1/24/20,0,Ireland
4749,1/25/20,0,Ireland
4750,1/26/20,0,Ireland
4751,1/27/20,0,Ireland
4752,1/28/20,0,Ireland
4753,1/29/20,0,Ireland
4754,1/30/20,0,Ireland
4755,1/31/20,0,Ireland
4756,2/1/20,0,Ireland
4757,2/2/20,0,Ireland
4758,2/3/20,0,Ireland
4759,2/4/20,0,Ireland
4760,2/5/20,0,Ireland
4761,2/6/20,0,Ireland
4762,2/7/20,0,Ireland
4763,2/8/20,0,Ireland
4764,2/9/20,0,Ireland
4765,2/10/20,0,Ireland
4766,2/11/20,0,Ireland
4767,2/12/20,0,Ireland
4768,2/13/20,0,Ireland
4769,2/14/20,0,Ireland
4770,2/15/20,0,Ireland
4771,2/16/20,0,Ireland
4772,2/17/20,0,Ireland
4773,2/18/20,0,Ireland
4774,2/19/20,0,Ireland
4775,2/20/20,0,Ireland
4776,2/21/20,0,Ireland
4777,2/22/20,0,Ireland
4778,2/23/20,0,Ireland
4779,2/24/20,0,Ireland
4780,2/25/20,0,Ireland
4781,2/26/20,0,Ireland
4782,2/27/20,0,Ireland
4783,2/28/20,0,Ireland
4784,2/29/20,1,Ireland
4785,3/1/20,1,Ireland
4786,3/2/20,1,Ireland
4787,3/3/20,2,Ireland
4788,1/22/20,0,Luxembourg
4789,1/23/20,0,Luxembourg
4790,1/24/20,0,Luxembourg
4791,1/25/20,0,Luxembourg
4792,1/26/20,0,Luxembourg
4793,1/27/20,0,Luxembourg
4794,1/28/20,0,Luxembourg
4795,1/29/20,0,Luxembourg
4796,1/30/20,0,Luxembourg
4797,1/31/20,0,Luxembourg
4798,2/1/20,0,Luxembourg
4799,2/2/20,0,Luxembourg
4800,2/3/20,0,Luxembourg
4801,2/4/20,0,Luxembourg
4802,2/5/20,0,Luxembourg
4803,2/6/20,0,Luxembourg
4804,2/7/20,0,Luxembourg
4805,2/8/20,0,Luxembourg
4806,2/9/20,0,Luxembourg
4807,2/10/20,0,Luxembourg
4808,2/11/20,0,Luxembourg
4809,2/12/20,0,Luxembourg
4810,2/13/20,0,Luxembourg
4811,2/14/20,0,Luxembourg
4812,2/15/20,0,Luxembourg
4813,2/16/20,0,Luxembourg
4814,2/17/20,0,Luxembourg
4815,2/18/20,0,Luxembourg
4816,2/19/20,0,Luxembourg
4817,2/20/20,0,Luxembourg
4818,2/21/20,0,Luxembourg
4819,2/22/20,0,Luxembourg
4820,2/23/20,0,Luxembourg
4821,2/24/20,0,Luxembourg
4822,2/25/20,0,Luxembourg
4823,2/26/20,0,Luxembourg
4824,2/27/20,0,Luxembourg
4825,2/28/20,0,Luxembourg
4826,2/29/20,1,Luxembourg
4827,3/1/20,1,Luxembourg
4828,3/2/20,1,Luxembourg
4829,3/3/20,1,Luxembourg
4830,1/22/20,0,Monaco
4831,1/23/20,0,Monaco
4832,1/24/20,0,Monaco
4833,1/25/20,0,Monaco
4834,1/26/20,0,Monaco
4835,1/27/20,0,Monaco
4836,1/28/20,0,Monaco
4837,1/29/20,0,Monaco
4838,1/30/20,0,Monaco
4839,1/31/20,0,Monaco
4840,2/1/20,0,Monaco
4841,2/2/20,0,Monaco
4842,2/3/20,0,Monaco
4843,2/4/20,0,Monaco
4844,2/5/20,0,Monaco
4845,2/6/20,0,Monaco
4846,2/7/20,0,Monaco
4847,2/8/20,0,Monaco
4848,2/9/20,0,Monaco
4849,2/10/20,0,Monaco
4850,2/11/20,0,Monaco
4851,2/12/20,0,Monaco
4852,2/13/20,0,Monaco
4853,2/14/20,0,Monaco
4854,2/15/20,0,Monaco
4855,2/16/20,0,Monaco
4856,2/17/20,0,Monaco
4857,2/18/20,0,Monaco
4858,2/19/20,0,Monaco
4859,2/20/20,0,Monaco
4860,2/21/20,0,Monaco
4861,2/22/20,0,Monaco
4862,2/23/20,0,Monaco
4863,2/24/20,0,Monaco
4864,2/25/20,0,Monaco
4865,2/26/20,0,Monaco
4866,2/27/20,0,Monaco
4867,2/28/20,0,Monaco
4868,2/29/20,1,Monaco
4869,3/1/20,1,Monaco
4870,3/2/20,1,Monaco
4871,3/3/20,1,Monaco
4872,1/22/20,0,Qatar
4873,1/23/20,0,Qatar
4874,1/24/20,0,Qatar
4875,1/25/20,0,Qatar
4876,1/26/20,0,Qatar
4877,1/27/20,0,Qatar
4878,1/28/20,0,Qatar
4879,1/29/20,0,Qatar
4880,1/30/20,0,Qatar
4881,1/31/20,0,Qatar
4882,2/1/20,0,Qatar
4883,2/2/20,0,Qatar
4884,2/3/20,0,Qatar
4885,2/4/20,0,Qatar
4886,2/5/20,0,Qatar
4887,2/6/20,0,Qatar
4888,2/7/20,0,Qatar
4889,2/8/20,0,Qatar
4890,2/9/20,0,Qatar
4891,2/10/20,0,Qatar
4892,2/11/20,0,Qatar
4893,2/12/20,0,Qatar
4894,2/13/20,0,Qatar
4895,2/14/20,0,Qatar
4896,2/15/20,0,Qatar
4897,2/16/20,0,Qatar
4898,2/17/20,0,Qatar
4899,2/18/20,0,Qatar
4900,2/19/20,0,Qatar
4901,2/20/20,0,Qatar
4902,2/21/20,0,Qatar
4903,2/22/20,0,Qatar
4904,2/23/20,0,Qatar
4905,2/24/20,0,Qatar
4906,2/25/20,0,Qatar
4907,2/26/20,0,Qatar
4908,2/27/20,0,Qatar
4909,2/28/20,0,Qatar
4910,2/29/20,1,Qatar
4911,3/1/20,3,Qatar
4912,3/2/20,3,Qatar
4913,3/3/20,7,Qatar
4914,1/22/20,0,US
4915,1/23/20,0,US
4916,1/24/20,0,US
4917,1/25/20,0,US
4918,1/26/20,0,US
4919,1/27/20,0,US
4920,1/28/20,0,US
4921,1/29/20,0,US
4922,1/30/20,0,US
4923,1/31/20,0,US
4924,2/1/20,0,US
4925,2/2/20,0,US
4926,2/3/20,0,US
4927,2/4/20,0,US
4928,2/5/20,0,US
4929,2/6/20,0,US
4930,2/7/20,0,US
4931,2/8/20,0,US
4932,2/9/20,0,US
4933,2/10/20,0,US
4934,2/11/20,0,US
4935,2/12/20,0,US
4936,2/13/20,0,US
4937,2/14/20,0,US
4938,2/15/20,0,US
4939,2/16/20,0,US
4940,2/17/20,0,US
4941,2/18/20,0,US
4942,2/19/20,0,US
4943,2/20/20,0,US
4944,2/21/20,0,US
4945,2/22/20,0,US
4946,2/23/20,0,US
4947,2/24/20,0,US
4948,2/25/20,0,US
4949,2/26/20,0,US
4950,2/27/20,0,US
4951,2/28/20,0,US
4952,2/29/20,1,US
4953,3/1/20,2,US
4954,3/2/20,4,US
4955,3/3/20,6,US
4956,1/22/20,0,Ecuador
4957,1/23/20,0,Ecuador
4958,1/24/20,0,Ecuador
4959,1/25/20,0,Ecuador
4960,1/26/20,0,Ecuador
4961,1/27/20,0,Ecuador
4962,1/28/20,0,Ecuador
4963,1/29/20,0,Ecuador
4964,1/30/20,0,Ecuador
4965,1/31/20,0,Ecuador
4966,2/1/20,0,Ecuador
4967,2/2/20,0,Ecuador
4968,2/3/20,0,Ecuador
4969,2/4/20,0,Ecuador
4970,2/5/20,0,Ecuador
4971,2/6/20,0,Ecuador
4972,2/7/20,0,Ecuador
4973,2/8/20,0,Ecuador
4974,2/9/20,0,Ecuador
4975,2/10/20,0,Ecuador
4976,2/11/20,0,Ecuador
4977,2/12/20,0,Ecuador
4978,2/13/20,0,Ecuador
4979,2/14/20,0,Ecuador
4980,2/15/20,0,Ecuador
4981,2/16/20,0,Ecuador
4982,2/17/20,0,Ecuador
4983,2/18/20,0,Ecuador
4984,2/19/20,0,Ecuador
4985,2/20/20,0,Ecuador
4986,2/21/20,0,Ecuador
4987,2/22/20,0,Ecuador
4988,2/23/20,0,Ecuador
4989,2/24/20,0,Ecuador
4990,2/25/20,0,Ecuador
4991,2/26/20,0,Ecuador
4992,2/27/20,0,Ecuador
4993,2/28/20,0,Ecuador
4994,2/29/20,0,Ecuador
4995,3/1/20,6,Ecuador
4996,3/2/20,6,Ecuador
4997,3/3/20,7,Ecuador
4998,1/22/20,0,Azerbaijan
4999,1/23/20,0,Azerbaijan
5000,1/24/20,0,Azerbaijan
5001,1/25/20,0,Azerbaijan
5002,1/26/20,0,Azerbaijan
5003,1/27/20,0,Azerbaijan
5004,1/28/20,0,Azerbaijan
5005,1/29/20,0,Azerbaijan
5006,1/30/20,0,Azerbaijan
5007,1/31/20,0,Azerbaijan
5008,2/1/20,0,Azerbaijan
5009,2/2/20,0,Azerbaijan
5010,2/3/20,0,Azerbaijan
5011,2/4/20,0,Azerbaijan
5012,2/5/20,0,Azerbaijan
5013,2/6/20,0,Azerbaijan
5014,2/7/20,0,Azerbaijan
5015,2/8/20,0,Azerbaijan
5016,2/9/20,0,Azerbaijan
5017,2/10/20,0,Azerbaijan
5018,2/11/20,0,Azerbaijan
5019,2/12/20,0,Azerbaijan
5020,2/13/20,0,Azerbaijan
5021,2/14/20,0,Azerbaijan
5022,2/15/20,0,Azerbaijan
5023,2/16/20,0,Azerbaijan
5024,2/17/20,0,Azerbaijan
5025,2/18/20,0,Azerbaijan
5026,2/19/20,0,Azerbaijan
5027,2/20/20,0,Azerbaijan
5028,2/21/20,0,Azerbaijan
5029,2/22/20,0,Azerbaijan
5030,2/23/20,0,Azerbaijan
5031,2/24/20,0,Azerbaijan
5032,2/25/20,0,Azerbaijan
5033,2/26/20,0,Azerbaijan
5034,2/27/20,0,Azerbaijan
5035,2/28/20,0,Azerbaijan
5036,2/29/20,0,Azerbaijan
5037,3/1/20,3,Azerbaijan
5038,3/2/20,3,Azerbaijan
5039,3/3/20,3,Azerbaijan
5040,1/22/20,0,Czech Republic
5041,1/23/20,0,Czech Republic
5042,1/24/20,0,Czech Republic
5043,1/25/20,0,Czech Republic
5044,1/26/20,0,Czech Republic
5045,1/27/20,0,Czech Republic
5046,1/28/20,0,Czech Republic
5047,1/29/20,0,Czech Republic
5048,1/30/20,0,Czech Republic
5049,1/31/20,0,Czech Republic
5050,2/1/20,0,Czech Republic
5051,2/2/20,0,Czech Republic
5052,2/3/20,0,Czech Republic
5053,2/4/20,0,Czech Republic
5054,2/5/20,0,Czech Republic
5055,2/6/20,0,Czech Republic
5056,2/7/20,0,Czech Republic
5057,2/8/20,0,Czech Republic
5058,2/9/20,0,Czech Republic
5059,2/10/20,0,Czech Republic
5060,2/11/20,0,Czech Republic
5061,2/12/20,0,Czech Republic
5062,2/13/20,0,Czech Republic
5063,2/14/20,0,Czech Republic
5064,2/15/20,0,Czech Republic
5065,2/16/20,0,Czech Republic
5066,2/17/20,0,Czech Republic
5067,2/18/20,0,Czech Republic
5068,2/19/20,0,Czech Republic
5069,2/20/20,0,Czech Republic
5070,2/21/20,0,Czech Republic
5071,2/22/20,0,Czech Republic
5072,2/23/20,0,Czech Republic
5073,2/24/20,0,Czech Republic
5074,2/25/20,0,Czech Republic
5075,2/26/20,0,Czech Republic
5076,2/27/20,0,Czech Republic
5077,2/28/20,0,Czech Republic
5078,2/29/20,0,Czech Republic
5079,3/1/20,3,Czech Republic
5080,3/2/20,3,Czech Republic
5081,3/3/20,5,Czech Republic
5082,1/22/20,0,Armenia
5083,1/23/20,0,Armenia
5084,1/24/20,0,Armenia
5085,1/25/20,0,Armenia
5086,1/26/20,0,Armenia
5087,1/27/20,0,Armenia
5088,1/28/20,0,Armenia
5089,1/29/20,0,Armenia
5090,1/30/20,0,Armenia
5091,1/31/20,0,Armenia
5092,2/1/20,0,Armenia
5093,2/2/20,0,Armenia
5094,2/3/20,0,Armenia
5095,2/4/20,0,Armenia
5096,2/5/20,0,Armenia
5097,2/6/20,0,Armenia
5098,2/7/20,0,Armenia
5099,2/8/20,0,Armenia
5100,2/9/20,0,Armenia
5101,2/10/20,0,Armenia
5102,2/11/20,0,Armenia
5103,2/12/20,0,Armenia
5104,2/13/20,0,Armenia
5105,2/14/20,0,Armenia
5106,2/15/20,0,Armenia
5107,2/16/20,0,Armenia
5108,2/17/20,0,Armenia
5109,2/18/20,0,Armenia
5110,2/19/20,0,Armenia
5111,2/20/20,0,Armenia
5112,2/21/20,0,Armenia
5113,2/22/20,0,Armenia
5114,2/23/20,0,Armenia
5115,2/24/20,0,Armenia
5116,2/25/20,0,Armenia
5117,2/26/20,0,Armenia
5118,2/27/20,0,Armenia
5119,2/28/20,0,Armenia
5120,2/29/20,0,Armenia
5121,3/1/20,1,Armenia
5122,3/2/20,1,Armenia
5123,3/3/20,1,Armenia
5124,1/22/20,0,Dominican Republic
5125,1/23/20,0,Dominican Republic
5126,1/24/20,0,Dominican Republic
5127,1/25/20,0,Dominican Republic
5128,1/26/20,0,Dominican Republic
5129,1/27/20,0,Dominican Republic
5130,1/28/20,0,Dominican Republic
5131,1/29/20,0,Dominican Republic
5132,1/30/20,0,Dominican Republic
5133,1/31/20,0,Dominican Republic
5134,2/1/20,0,Dominican Republic
5135,2/2/20,0,Dominican Republic
5136,2/3/20,0,Dominican Republic
5137,2/4/20,0,Dominican Republic
5138,2/5/20,0,Dominican Republic
5139,2/6/20,0,Dominican Republic
5140,2/7/20,0,Dominican Republic
5141,2/8/20,0,Dominican Republic
5142,2/9/20,0,Dominican Republic
5143,2/10/20,0,Dominican Republic
5144,2/11/20,0,Dominican Republic
5145,2/12/20,0,Dominican Republic
5146,2/13/20,0,Dominican Republic
5147,2/14/20,0,Dominican Republic
5148,2/15/20,0,Dominican Republic
5149,2/16/20,0,Dominican Republic
5150,2/17/20,0,Dominican Republic
5151,2/18/20,0,Dominican Republic
5152,2/19/20,0,Dominican Republic
5153,2/20/20,0,Dominican Republic
5154,2/21/20,0,Dominican Republic
5155,2/22/20,0,Dominican Republic
5156,2/23/20,0,Dominican Republic
5157,2/24/20,0,Dominican Republic
5158,2/25/20,0,Dominican Republic
5159,2/26/20,0,Dominican Republic
5160,2/27/20,0,Dominican Republic
5161,2/28/20,0,Dominican Republic
5162,2/29/20,0,Dominican Republic
5163,3/1/20,1,Dominican Republic
5164,3/2/20,1,Dominican Republic
5165,3/3/20,1,Dominican Republic
5166,1/22/20,0,US
5167,1/23/20,0,US
5168,1/24/20,0,US
5169,1/25/20,0,US
5170,1/26/20,0,US
5171,1/27/20,0,US
5172,1/28/20,0,US
5173,1/29/20,0,US
5174,1/30/20,0,US
5175,1/31/20,0,US
5176,2/1/20,0,US
5177,2/2/20,0,US
5178,2/3/20,0,US
5179,2/4/20,0,US
5180,2/5/20,0,US
5181,2/6/20,0,US
5182,2/7/20,0,US
5183,2/8/20,0,US
5184,2/9/20,0,US
5185,2/10/20,0,US
5186,2/11/20,0,US
5187,2/12/20,0,US
5188,2/13/20,0,US
5189,2/14/20,0,US
5190,2/15/20,0,US
5191,2/16/20,0,US
5192,2/17/20,0,US
5193,2/18/20,0,US
5194,2/19/20,0,US
5195,2/20/20,0,US
5196,2/21/20,0,US
5197,2/22/20,0,US
5198,2/23/20,0,US
5199,2/24/20,0,US
5200,2/25/20,0,US
5201,2/26/20,0,US
5202,2/27/20,0,US
5203,2/28/20,0,US
5204,2/29/20,0,US
5205,3/1/20,1,US
5206,3/2/20,2,US
5207,3/3/20,2,US
5208,1/22/20,0,Indonesia
5209,1/23/20,0,Indonesia
5210,1/24/20,0,Indonesia
5211,1/25/20,0,Indonesia
5212,1/26/20,0,Indonesia
5213,1/27/20,0,Indonesia
5214,1/28/20,0,Indonesia
5215,1/29/20,0,Indonesia
5216,1/30/20,0,Indonesia
5217,1/31/20,0,Indonesia
5218,2/1/20,0,Indonesia
5219,2/2/20,0,Indonesia
5220,2/3/20,0,Indonesia
5221,2/4/20,0,Indonesia
5222,2/5/20,0,Indonesia
5223,2/6/20,0,Indonesia
5224,2/7/20,0,Indonesia
5225,2/8/20,0,Indonesia
5226,2/9/20,0,Indonesia
5227,2/10/20,0,Indonesia
5228,2/11/20,0,Indonesia
5229,2/12/20,0,Indonesia
5230,2/13/20,0,Indonesia
5231,2/14/20,0,Indonesia
5232,2/15/20,0,Indonesia
5233,2/16/20,0,Indonesia
5234,2/17/20,0,Indonesia
5235,2/18/20,0,Indonesia
5236,2/19/20,0,Indonesia
5237,2/20/20,0,Indonesia
5238,2/21/20,0,Indonesia
5239,2/22/20,0,Indonesia
5240,2/23/20,0,Indonesia
5241,2/24/20,0,Indonesia
5242,2/25/20,0,Indonesia
5243,2/26/20,0,Indonesia
5244,2/27/20,0,Indonesia
5245,2/28/20,0,Indonesia
5246,2/29/20,0,Indonesia
5247,3/1/20,0,Indonesia
5248,3/2/20,2,Indonesia
5249,3/3/20,2,Indonesia
5250,1/22/20,0,Portugal
5251,1/23/20,0,Portugal
5252,1/24/20,0,Portugal
5253,1/25/20,0,Portugal
5254,1/26/20,0,Portugal
5255,1/27/20,0,Portugal
5256,1/28/20,0,Portugal
5257,1/29/20,0,Portugal
5258,1/30/20,0,Portugal
5259,1/31/20,0,Portugal
5260,2/1/20,0,Portugal
5261,2/2/20,0,Portugal
5262,2/3/20,0,Portugal
5263,2/4/20,0,Portugal
5264,2/5/20,0,Portugal
5265,2/6/20,0,Portugal
5266,2/7/20,0,Portugal
5267,2/8/20,0,Portugal
5268,2/9/20,0,Portugal
5269,2/10/20,0,Portugal
5270,2/11/20,0,Portugal
5271,2/12/20,0,Portugal
5272,2/13/20,0,Portugal
5273,2/14/20,0,Portugal
5274,2/15/20,0,Portugal
5275,2/16/20,0,Portugal
5276,2/17/20,0,Portugal
5277,2/18/20,0,Portugal
5278,2/19/20,0,Portugal
5279,2/20/20,0,Portugal
5280,2/21/20,0,Portugal
5281,2/22/20,0,Portugal
5282,2/23/20,0,Portugal
5283,2/24/20,0,Portugal
5284,2/25/20,0,Portugal
5285,2/26/20,0,Portugal
5286,2/27/20,0,Portugal
5287,2/28/20,0,Portugal
5288,2/29/20,0,Portugal
5289,3/1/20,0,Portugal
5290,3/2/20,2,Portugal
5291,3/3/20,2,Portugal
5292,1/22/20,0,Andorra
5293,1/23/20,0,Andorra
5294,1/24/20,0,Andorra
5295,1/25/20,0,Andorra
5296,1/26/20,0,Andorra
5297,1/27/20,0,Andorra
5298,1/28/20,0,Andorra
5299,1/29/20,0,Andorra
5300,1/30/20,0,Andorra
5301,1/31/20,0,Andorra
5302,2/1/20,0,Andorra
5303,2/2/20,0,Andorra
5304,2/3/20,0,Andorra
5305,2/4/20,0,Andorra
5306,2/5/20,0,Andorra
5307,2/6/20,0,Andorra
5308,2/7/20,0,Andorra
5309,2/8/20,0,Andorra
5310,2/9/20,0,Andorra
5311,2/10/20,0,Andorra
5312,2/11/20,0,Andorra
5313,2/12/20,0,Andorra
5314,2/13/20,0,Andorra
5315,2/14/20,0,Andorra
5316,2/15/20,0,Andorra
5317,2/16/20,0,Andorra
5318,2/17/20,0,Andorra
5319,2/18/20,0,Andorra
5320,2/19/20,0,Andorra
5321,2/20/20,0,Andorra
5322,2/21/20,0,Andorra
5323,2/22/20,0,Andorra
5324,2/23/20,0,Andorra
5325,2/24/20,0,Andorra
5326,2/25/20,0,Andorra
5327,2/26/20,0,Andorra
5328,2/27/20,0,Andorra
5329,2/28/20,0,Andorra
5330,2/29/20,0,Andorra
5331,3/1/20,0,Andorra
5332,3/2/20,1,Andorra
5333,3/3/20,1,Andorra
5334,1/22/20,0,Australia
5335,1/23/20,0,Australia
5336,1/24/20,0,Australia
5337,1/25/20,0,Australia
5338,1/26/20,0,Australia
5339,1/27/20,0,Australia
5340,1/28/20,0,Australia
5341,1/29/20,0,Australia
5342,1/30/20,0,Australia
5343,1/31/20,0,Australia
5344,2/1/20,0,Australia
5345,2/2/20,0,Australia
5346,2/3/20,0,Australia
5347,2/4/20,0,Australia
5348,2/5/20,0,Australia
5349,2/6/20,0,Australia
5350,2/7/20,0,Australia
5351,2/8/20,0,Australia
5352,2/9/20,0,Australia
5353,2/10/20,0,Australia
5354,2/11/20,0,Australia
5355,2/12/20,0,Australia
5356,2/13/20,0,Australia
5357,2/14/20,0,Australia
5358,2/15/20,0,Australia
5359,2/16/20,0,Australia
5360,2/17/20,0,Australia
5361,2/18/20,0,Australia
5362,2/19/20,0,Australia
5363,2/20/20,0,Australia
5364,2/21/20,0,Australia
5365,2/22/20,0,Australia
5366,2/23/20,0,Australia
5367,2/24/20,0,Australia
5368,2/25/20,0,Australia
5369,2/26/20,0,Australia
5370,2/27/20,0,Australia
5371,2/28/20,0,Australia
5372,2/29/20,0,Australia
5373,3/1/20,0,Australia
5374,3/2/20,1,Australia
5375,3/3/20,1,Australia
5376,1/22/20,0,Latvia
5377,1/23/20,0,Latvia
5378,1/24/20,0,Latvia
5379,1/25/20,0,Latvia
5380,1/26/20,0,Latvia
5381,1/27/20,0,Latvia
5382,1/28/20,0,Latvia
5383,1/29/20,0,Latvia
5384,1/30/20,0,Latvia
5385,1/31/20,0,Latvia
5386,2/1/20,0,Latvia
5387,2/2/20,0,Latvia
5388,2/3/20,0,Latvia
5389,2/4/20,0,Latvia
5390,2/5/20,0,Latvia
5391,2/6/20,0,Latvia
5392,2/7/20,0,Latvia
5393,2/8/20,0,Latvia
5394,2/9/20,0,Latvia
5395,2/10/20,0,Latvia
5396,2/11/20,0,Latvia
5397,2/12/20,0,Latvia
5398,2/13/20,0,Latvia
5399,2/14/20,0,Latvia
5400,2/15/20,0,Latvia
5401,2/16/20,0,Latvia
5402,2/17/20,0,Latvia
5403,2/18/20,0,Latvia
5404,2/19/20,0,Latvia
5405,2/20/20,0,Latvia
5406,2/21/20,0,Latvia
5407,2/22/20,0,Latvia
5408,2/23/20,0,Latvia
5409,2/24/20,0,Latvia
5410,2/25/20,0,Latvia
5411,2/26/20,0,Latvia
5412,2/27/20,0,Latvia
5413,2/28/20,0,Latvia
5414,2/29/20,0,Latvia
5415,3/1/20,0,Latvia
5416,3/2/20,1,Latvia
5417,3/3/20,1,Latvia
5418,1/22/20,0,Morocco
5419,1/23/20,0,Morocco
5420,1/24/20,0,Morocco
5421,1/25/20,0,Morocco
5422,1/26/20,0,Morocco
5423,1/27/20,0,Morocco
5424,1/28/20,0,Morocco
5425,1/29/20,0,Morocco
5426,1/30/20,0,Morocco
5427,1/31/20,0,Morocco
5428,2/1/20,0,Morocco
5429,2/2/20,0,Morocco
5430,2/3/20,0,Morocco
5431,2/4/20,0,Morocco
5432,2/5/20,0,Morocco
5433,2/6/20,0,Morocco
5434,2/7/20,0,Morocco
5435,2/8/20,0,Morocco
5436,2/9/20,0,Morocco
5437,2/10/20,0,Morocco
5438,2/11/20,0,Morocco
5439,2/12/20,0,Morocco
5440,2/13/20,0,Morocco
5441,2/14/20,0,Morocco
5442,2/15/20,0,Morocco
5443,2/16/20,0,Morocco
5444,2/17/20,0,Morocco
5445,2/18/20,0,Morocco
5446,2/19/20,0,Morocco
5447,2/20/20,0,Morocco
5448,2/21/20,0,Morocco
5449,2/22/20,0,Morocco
5450,2/23/20,0,Morocco
5451,2/24/20,0,Morocco
5452,2/25/20,0,Morocco
5453,2/26/20,0,Morocco
5454,2/27/20,0,Morocco
5455,2/28/20,0,Morocco
5456,2/29/20,0,Morocco
5457,3/1/20,0,Morocco
5458,3/2/20,1,Morocco
5459,3/3/20,1,Morocco
5460,1/22/20,0,Saudi Arabia
5461,1/23/20,0,Saudi Arabia
5462,1/24/20,0,Saudi Arabia
5463,1/25/20,0,Saudi Arabia
5464,1/26/20,0,Saudi Arabia
5465,1/27/20,0,Saudi Arabia
5466,1/28/20,0,Saudi Arabia
5467,1/29/20,0,Saudi Arabia
5468,1/30/20,0,Saudi Arabia
5469,1/31/20,0,Saudi Arabia
5470,2/1/20,0,Saudi Arabia
5471,2/2/20,0,Saudi Arabia
5472,2/3/20,0,Saudi Arabia
5473,2/4/20,0,Saudi Arabia
5474,2/5/20,0,Saudi Arabia
5475,2/6/20,0,Saudi Arabia
5476,2/7/20,0,Saudi Arabia
5477,2/8/20,0,Saudi Arabia
5478,2/9/20,0,Saudi Arabia
5479,2/10/20,0,Saudi Arabia
5480,2/11/20,0,Saudi Arabia
5481,2/12/20,0,Saudi Arabia
5482,2/13/20,0,Saudi Arabia
5483,2/14/20,0,Saudi Arabia
5484,2/15/20,0,Saudi Arabia
5485,2/16/20,0,Saudi Arabia
5486,2/17/20,0,Saudi Arabia
5487,2/18/20,0,Saudi Arabia
5488,2/19/20,0,Saudi Arabia
5489,2/20/20,0,Saudi Arabia
5490,2/21/20,0,Saudi Arabia
5491,2/22/20,0,Saudi Arabia
5492,2/23/20,0,Saudi Arabia
5493,2/24/20,0,Saudi Arabia
5494,2/25/20,0,Saudi Arabia
5495,2/26/20,0,Saudi Arabia
5496,2/27/20,0,Saudi Arabia
5497,2/28/20,0,Saudi Arabia
5498,2/29/20,0,Saudi Arabia
5499,3/1/20,0,Saudi Arabia
5500,3/2/20,1,Saudi Arabia
5501,3/3/20,1,Saudi Arabia
5502,1/22/20,0,Senegal
5503,1/23/20,0,Senegal
5504,1/24/20,0,Senegal
5505,1/25/20,0,Senegal
5506,1/26/20,0,Senegal
5507,1/27/20,0,Senegal
5508,1/28/20,0,Senegal
5509,1/29/20,0,Senegal
5510,1/30/20,0,Senegal
5511,1/31/20,0,Senegal
5512,2/1/20,0,Senegal
5513,2/2/20,0,Senegal
5514,2/3/20,0,Senegal
5515,2/4/20,0,Senegal
5516,2/5/20,0,Senegal
5517,2/6/20,0,Senegal
5518,2/7/20,0,Senegal
5519,2/8/20,0,Senegal
5520,2/9/20,0,Senegal
5521,2/10/20,0,Senegal
5522,2/11/20,0,Senegal
5523,2/12/20,0,Senegal
5524,2/13/20,0,Senegal
5525,2/14/20,0,Senegal
5526,2/15/20,0,Senegal
5527,2/16/20,0,Senegal
5528,2/17/20,0,Senegal
5529,2/18/20,0,Senegal
5530,2/19/20,0,Senegal
5531,2/20/20,0,Senegal
5532,2/21/20,0,Senegal
5533,2/22/20,0,Senegal
5534,2/23/20,0,Senegal
5535,2/24/20,0,Senegal
5536,2/25/20,0,Senegal
5537,2/26/20,0,Senegal
5538,2/27/20,0,Senegal
5539,2/28/20,0,Senegal
5540,2/29/20,0,Senegal
5541,3/1/20,0,Senegal
5542,3/2/20,1,Senegal
5543,3/3/20,2,Senegal
5544,1/22/20,0,US
5545,1/23/20,0,US
5546,1/24/20,0,US
5547,1/25/20,0,US
5548,1/26/20,0,US
5549,1/27/20,0,US
5550,1/28/20,0,US
5551,1/29/20,0,US
5552,1/30/20,0,US
5553,1/31/20,0,US
5554,2/1/20,0,US
5555,2/2/20,0,US
5556,2/3/20,0,US
5557,2/4/20,0,US
5558,2/5/20,0,US
